Customer_ID,Customer_Name,Region,State,Customer_Segment,Gender,Age
CUST0440,Customer 440,East,West Bengal,Loyal Customer,Male,20
CUST0441,Customer 441,East,West Bengal,Returning Customer,Female,55
CUST0442,Customer 442,East,West Bengal,New Customer,Male,43
CUST0443,Customer 443,South,Tamil Nadu,New Customer,Male,54
CUST0444,Customer 444,West,Goa,New Customer,Male,42
CUST0445,Customer 445,West,Maharashtra,Returning Customer,Male,41
CUST0446,Customer 446,East,Jharkhand,New Customer,Female,45
CUST0447,Customer 447,East,Jharkhand,Loyal Customer,Male,38
CUST0448,Customer 448,South,Telangana,New Customer,Female,18
CUST0449,Customer 449,East,West Bengal,Loyal Customer,Male,22
CUST0450,Customer 450,East,Jharkhand,New Customer,Male,32
CUST0451,Customer 451,South,Kerala,Returning Customer,Female,20
CUST0452,Customer 452,North,Delhi,Loyal Customer,Female,35
CUST0453,Customer 453,North,Delhi,Returning Customer,Male,51
CUST0454,Customer 454,North,Punjab,New Customer,Male,36
CUST0455,Customer 455,North,Haryana,Returning Customer,Male,25
CUST0456,Customer 456,North,Haryana,New Customer,Female,55
CUST0457,Customer 457,South,Kerala,New Customer,Male,36
CUST0458,Customer 458,West,Rajasthan,Returning Customer,Male,23
CUST0459,Customer 459,East,Jharkhand,Loyal Customer,Male,42
CUST0460,Customer 460,South,Telangana,Returning Customer,Female,48
CUST0461,Customer 461,West,Rajasthan,New Customer,Male,39
CUST0462,Customer 462,South,Tamil Nadu,Loyal Customer,Female,55
CUST0463,Customer 463,West,Maharashtra,Returning Customer,Male,33
CUST0464,Customer 464,East,Bihar,Returning Customer,Female,36
CUST0465,Customer 465,South,Telangana,New Customer,Male,28
CUST0466,Customer 466,North,Haryana,Returning Customer,Male,51
CUST0467,Customer 467,West,Goa,Returning Customer,Male,51
CUST0468,Customer 468,South,Tamil Nadu,Returning Customer,Female,40
CUST0469,Customer 469,South,Tamil Nadu,Loyal Customer,Female,51
CUST0470,Customer 470,North,Punjab,Returning Customer,Male,44
CUST0471,Customer 471,North,Delhi,Returning Customer,Male,49
CUST0472,Customer 472,West,Gujarat,Returning Customer,Female,25
CUST0473,Customer 473,West,Goa,Loyal Customer,Female,36
CUST0474,Customer 474,East,Bihar,Returning Customer,Female,51
CUST0475,Customer 475,West,Rajasthan,New Customer,Female,42
CUST0476,Customer 476,West,Rajasthan,New Customer,Female,27
CUST0477,Customer 477,West,Goa,Loyal Customer,Male,23
CUST0478,Customer 478,East,Bihar,Loyal Customer,Male,38
CUST0479,Customer 479,South,Kerala,New Customer,Male,21
CUST0480,Customer 480,East,Jharkhand,Returning Customer,Female,52
CUST0481,Customer 481,West,Goa,Returning Customer,Female,40
CUST0482,Customer 482,North,Haryana,Returning Customer,Male,22
CUST0483,Customer 483,South,Karnataka,Returning Customer,Female,50
CUST0484,Customer 484,West,Gujarat,New Customer,Female,49
CUST0485,Customer 485,West,Goa,Loyal Customer,Female,51
CUST0486,Customer 486,North,Uttar Pradesh,Returning Customer,Female,41
CUST0487,Customer 487,North,Haryana,Loyal Customer,Male,25
CUST0488,Customer 488,East,Bihar,Loyal Customer,Female,28
CUST0489,Customer 489,East,Odisha,Loyal Customer,Male,44
CUST0490,Customer 490,South,Karnataka,Loyal Customer,Male,40
CUST0491,Customer 491,North,Punjab,New Customer,Male,37
CUST0492,Customer 492,North,Haryana,Returning Customer,Male,55
CUST0493,Customer 493,North,Delhi,New Customer,Male,49
CUST0494,Customer 494,East,Odisha,Loyal Customer,Male,44
CUST0495,Customer 495,North,Uttar Pradesh,New Customer,Male,19
CUST0496,Customer 496,North,Delhi,New Customer,Female,47
CUST0497,Customer 497,West,Maharashtra,Loyal Customer,Male,55
CUST0498,Customer 498,East,Odisha,Loyal Customer,Male,40
CUST0499,Customer 499,East,Odisha,New Customer,Female,24
CUST0500,Customer 500,North,Haryana,New Customer,Female,42
CUST0501,Customer 501,North,Delhi,New Customer,Female,55
CUST0502,Customer 502,North,Punjab,New Customer,Male,33
CUST0503,Customer 503,South,Karnataka,New Customer,Male,38
CUST0504,Customer 504,North,Punjab,Returning Customer,Female,34
CUST0505,Customer 505,West,Maharashtra,New Customer,Female,55
CUST0506,Customer 506,South,Kerala,Returning Customer,Female,49
CUST0507,Customer 507,North,Uttar Pradesh,New Customer,Male,28
CUST0508,Customer 508,East,Jharkhand,New Customer,Male,36
CUST0509,Customer 509,West,Rajasthan,New Customer,Female,52
CUST0510,Customer 510,West,Rajasthan,Returning Customer,Male,25
CUST0511,Customer 511,West,Rajasthan,Loyal Customer,Male,42
CUST0512,Customer 512,South,Kerala,Returning Customer,Female,33
CUST0513,Customer 513,West,Maharashtra,Returning Customer,Male,39
CUST0514,Customer 514,South,Tamil Nadu,Loyal Customer,Male,23
CUST0515,Customer 515,South,Telangana,Loyal Customer,Male,53
CUST0516,Customer 516,West,Goa,New Customer,Male,41
CUST0517,Customer 517,East,Odisha,Loyal Customer,Female,42
CUST0518,Customer 518,South,Telangana,Returning Customer,Male,32
CUST0519,Customer 519,West,Gujarat,Loyal Customer,Female,46
CUST0520,Customer 520,East,Odisha,Returning Customer,Male,26
CUST0521,Customer 521,North,Delhi,Loyal Customer,Female,42
CUST0522,Customer 522,North,Uttar Pradesh,Returning Customer,Male,42
CUST0523,Customer 523,North,Uttar Pradesh,New Customer,Female,30
CUST0524,Customer 524,North,Delhi,Loyal Customer,Female,50
CUST0525,Customer 525,East,Odisha,New Customer,Female,23
CUST0526,Customer 526,South,Telangana,New Customer,Female,36
CUST0527,Customer 527,East,Jharkhand,Returning Customer,Male,35
CUST0528,Customer 528,South,Karnataka,Returning Customer,Female,44
CUST0529,Customer 529,North,Punjab,New Customer,Female,40
CUST0530,Customer 530,North,Uttar Pradesh,Returning Customer,Male,35
CUST0531,Customer 531,South,Karnataka,Returning Customer,Male,28
CUST0532,Customer 532,West,Gujarat,Returning Customer,Male,42
CUST0533,Customer 533,North,Haryana,Loyal Customer,Male,54
CUST0534,Customer 534,South,Kerala,Loyal Customer,Female,45
CUST0535,Customer 535,East,West Bengal,New Customer,Female,20
CUST0536,Customer 536,North,Uttar Pradesh,Loyal Customer,Male,20
CUST0537,Customer 537,East,Odisha,Returning Customer,Male,44
CUST0538,Customer 538,West,Gujarat,Returning Customer,Male,40
CUST0539,Customer 539,West,Goa,Returning Customer,Female,50
CUST0540,Customer 540,North,Uttar Pradesh,Returning Customer,Male,49
CUST0541,Customer 541,South,Karnataka,Loyal Customer,Female,29
CUST0542,Customer 542,South,Tamil Nadu,Loyal Customer,Female,33
CUST0543,Customer 543,North,Uttar Pradesh,Returning Customer,Female,44
CUST0544,Customer 544,North,Uttar Pradesh,Loyal Customer,Female,26
CUST0545,Customer 545,South,Kerala,Loyal Customer,Female,33
CUST0546,Customer 546,South,Karnataka,Loyal Customer,Female,26
CUST0547,Customer 547,East,Bihar,New Customer,Male,55
CUST0548,Customer 548,South,Telangana,Loyal Customer,Male,53
CUST0549,Customer 549,West,Gujarat,Loyal Customer,Male,47
CUST0550,Customer 550,West,Gujarat,New Customer,Female,18
CUST0551,Customer 551,East,Jharkhand,New Customer,Male,21
CUST0552,Customer 552,East,Bihar,New Customer,Male,37
CUST0553,Customer 553,West,Maharashtra,New Customer,Female,46
CUST0554,Customer 554,West,Rajasthan,Returning Customer,Male,53
CUST0555,Customer 555,North,Delhi,New Customer,Female,49
CUST0556,Customer 556,North,Haryana,Loyal Customer,Female,24
CUST0557,Customer 557,West,Goa,Returning Customer,Male,52
CUST0558,Customer 558,East,West Bengal,Returning Customer,Male,36
CUST0559,Customer 559,East,Odisha,New Customer,Male,19
CUST0560,Customer 560,North,Punjab,New Customer,Female,41
CUST0561,Customer 561,South,Tamil Nadu,New Customer,Female,38
CUST0562,Customer 562,West,Gujarat,Loyal Customer,Female,38
CUST0563,Customer 563,South,Telangana,New Customer,Female,34
CUST0564,Customer 564,South,Karnataka,New Customer,Male,54
CUST0565,Customer 565,West,Maharashtra,New Customer,Female,45
CUST0566,Customer 566,West,Gujarat,Returning Customer,Male,27
CUST0567,Customer 567,South,Tamil Nadu,New Customer,Female,43
CUST0568,Customer 568,North,Delhi,Returning Customer,Female,30
CUST0569,Customer 569,South,Telangana,New Customer,Male,50
CUST0570,Customer 570,West,Gujarat,Returning Customer,Male,21
CUST0571,Customer 571,West,Rajasthan,New Customer,Female,18
CUST0572,Customer 572,South,Tamil Nadu,Returning Customer,Female,18
CUST0573,Customer 573,West,Rajasthan,Loyal Customer,Male,48
CUST0574,Customer 574,North,Haryana,Loyal Customer,Female,45
CUST0575,Customer 575,South,Kerala,Loyal Customer,Male,21
CUST0576,Customer 576,East,Bihar,Loyal Customer,Female,41
CUST0577,Customer 577,West,Gujarat,Returning Customer,Female,51
CUST0578,Customer 578,North,Uttar Pradesh,New Customer,Female,23
CUST0579,Customer 579,South,Telangana,Loyal Customer,Female,41
CUST0580,Customer 580,South,Kerala,Returning Customer,Female,25
CUST0581,Customer 581,South,Tamil Nadu,New Customer,Male,32
CUST0582,Customer 582,East,West Bengal,New Customer,Female,49
CUST0583,Customer 583,South,Kerala,New Customer,Male,50
CUST0584,Customer 584,North,Punjab,Loyal Customer,Male,46
CUST0585,Customer 585,South,Karnataka,Loyal Customer,Male,47
CUST0586,Customer 586,West,Gujarat,New Customer,Female,23
CUST0587,Customer 587,South,Telangana,Loyal Customer,Male,43
CUST0588,Customer 588,South,Karnataka,Returning Customer,Male,18
CUST0589,Customer 589,South,Kerala,Returning Customer,Male,26
CUST0590,Customer 590,West,Maharashtra,Loyal Customer,Male,54
CUST0591,Customer 591,North,Haryana,New Customer,Female,39
CUST0592,Customer 592,North,Haryana,New Customer,Male,41
CUST0593,Customer 593,East,Jharkhand,New Customer,Female,24
CUST0594,Customer 594,East,Bihar,Loyal Customer,Male,20
CUST0595,Customer 595,South,Telangana,Returning Customer,Male,46
CUST0596,Customer 596,North,Punjab,New Customer,Male,49
CUST0597,Customer 597,North,Delhi,Returning Customer,Male,27
CUST0598,Customer 598,East,Jharkhand,New Customer,Female,52
CUST0599,Customer 599,East,Jharkhand,New Customer,Male,39
CUST0600,Customer 600,South,Kerala,Loyal Customer,Female,20
CUST0601,Customer 601,North,Delhi,New Customer,Female,48
CUST0602,Customer 602,South,Kerala,Returning Customer,Male,51
CUST0603,Customer 603,North,Haryana,Returning Customer,Male,37
CUST0604,Customer 604,South,Karnataka,New Customer,Male,41
CUST0605,Customer 605,West,Rajasthan,Loyal Customer,Female,42
CUST0606,Customer 606,East,Bihar,New Customer,Female,55
CUST0607,Customer 607,West,Rajasthan,New Customer,Male,33
CUST0608,Customer 608,West,Maharashtra,Loyal Customer,Male,27
CUST0609,Customer 609,East,Jharkhand,Returning Customer,Male,50
CUST0610,Customer 610,East,Bihar,Loyal Customer,Male,20
CUST0611,Customer 611,North,Uttar Pradesh,Returning Customer,Male,41
CUST0612,Customer 612,East,Odisha,New Customer,Male,37
CUST0613,Customer 613,East,Bihar,Loyal Customer,Male,40
CUST0614,Customer 614,West,Rajasthan,New Customer,Female,38
CUST0615,Customer 615,West,Rajasthan,New Customer,Male,40
CUST0616,Customer 616,South,Tamil Nadu,New Customer,Male,47
CUST0617,Customer 617,West,Goa,Returning Customer,Female,28
CUST0618,Customer 618,North,Uttar Pradesh,Returning Customer,Female,34
CUST0619,Customer 619,East,West Bengal,New Customer,Male,55
CUST0620,Customer 620,South,Telangana,Loyal Customer,Female,47
CUST0621,Customer 621,East,Jharkhand,Loyal Customer,Male,49
CUST0622,Customer 622,East,Odisha,Returning Customer,Female,52
CUST0623,Customer 623,North,Uttar Pradesh,Loyal Customer,Female,33
CUST0624,Customer 624,North,Uttar Pradesh,New Customer,Female,46
CUST0625,Customer 625,South,Telangana,Loyal Customer,Male,30
CUST0626,Customer 626,South,Karnataka,New Customer,Male,23
CUST0627,Customer 627,North,Haryana,Loyal Customer,Male,18
CUST0628,Customer 628,South,Telangana,Loyal Customer,Male,38
CUST0629,Customer 629,North,Uttar Pradesh,Returning Customer,Female,19
CUST0630,Customer 630,West,Goa,Loyal Customer,Female,29
CUST0631,Customer 631,North,Punjab,New Customer,Male,39
CUST0632,Customer 632,West,Goa,Returning Customer,Female,18
CUST0633,Customer 633,North,Haryana,Loyal Customer,Female,21
CUST0634,Customer 634,West,Rajasthan,New Customer,Male,19
CUST0635,Customer 635,South,Tamil Nadu,New Customer,Male,40
CUST0636,Customer 636,East,Jharkhand,Returning Customer,Male,54
CUST0637,Customer 637,East,Odisha,Loyal Customer,Female,48
CUST0638,Customer 638,North,Haryana,Loyal Customer,Female,53
CUST0639,Customer 639,East,Bihar,Loyal Customer,Female,26
CUST0640,Customer 640,East,West Bengal,Loyal Customer,Female,24
CUST0641,Customer 641,East,Odisha,Loyal Customer,Male,43
CUST0642,Customer 642,North,Delhi,Loyal Customer,Male,25
CUST0643,Customer 643,North,Uttar Pradesh,Loyal Customer,Male,34
CUST0644,Customer 644,East,Odisha,New Customer,Male,51
CUST0645,Customer 645,North,Haryana,Loyal Customer,Male,46
CUST0646,Customer 646,West,Gujarat,Loyal Customer,Female,42
CUST0647,Customer 647,West,Gujarat,Returning Customer,Male,24
CUST0648,Customer 648,North,Delhi,Loyal Customer,Female,40
CUST0649,Customer 649,North,Uttar Pradesh,Loyal Customer,Female,44
CUST0650,Customer 650,West,Gujarat,New Customer,Female,19
CUST0651,Customer 651,East,Jharkhand,New Customer,Male,40
CUST0652,Customer 652,South,Telangana,Returning Customer,Female,37
CUST0653,Customer 653,West,Gujarat,Loyal Customer,Male,48
CUST0654,Customer 654,East,Odisha,Returning Customer,Female,23
CUST0655,Customer 655,East,West Bengal,Returning Customer,Male,28
CUST0656,Customer 656,East,Jharkhand,New Customer,Male,31
CUST0657,Customer 657,East,West Bengal,Returning Customer,Male,45
CUST0658,Customer 658,South,Telangana,Loyal Customer,Male,25
CUST0659,Customer 659,South,Karnataka,New Customer,Female,27
CUST0660,Customer 660,East,West Bengal,New Customer,Female,43
CUST0661,Customer 661,North,Punjab,Returning Customer,Female,39
CUST0662,Customer 662,North,Uttar Pradesh,New Customer,Male,20
CUST0663,Customer 663,South,Tamil Nadu,Loyal Customer,Female,24
CUST0664,Customer 664,North,Delhi,Returning Customer,Male,25
CUST0665,Customer 665,North,Punjab,New Customer,Female,18
CUST0666,Customer 666,South,Tamil Nadu,Loyal Customer,Male,52
CUST0667,Customer 667,North,Haryana,Returning Customer,Male,40
CUST0668,Customer 668,South,Tamil Nadu,Loyal Customer,Male,35
CUST0669,Customer 669,South,Karnataka,Returning Customer,Female,22
CUST0670,Customer 670,North,Uttar Pradesh,Loyal Customer,Male,44
CUST0671,Customer 671,East,Bihar,New Customer,Female,20
CUST0672,Customer 672,West,Rajasthan,Loyal Customer,Female,44
CUST0673,Customer 673,East,Jharkhand,Returning Customer,Female,52
CUST0674,Customer 674,West,Goa,New Customer,Female,42
CUST0675,Customer 675,West,Gujarat,Loyal Customer,Male,33
CUST0676,Customer 676,East,Jharkhand,New Customer,Male,25
CUST0677,Customer 677,North,Delhi,Loyal Customer,Male,43
CUST0678,Customer 678,East,Jharkhand,Loyal Customer,Female,47
CUST0679,Customer 679,North,Punjab,Loyal Customer,Female,50
CUST0680,Customer 680,East,Jharkhand,New Customer,Female,40
CUST0681,Customer 681,North,Punjab,Loyal Customer,Female,38
CUST0682,Customer 682,North,Uttar Pradesh,Loyal Customer,Female,34
CUST0683,Customer 683,West,Rajasthan,Loyal Customer,Female,54
CUST0684,Customer 684,South,Tamil Nadu,New Customer,Female,51
CUST0685,Customer 685,South,Tamil Nadu,Returning Customer,Male,29
CUST0686,Customer 686,South,Kerala,New Customer,Male,38
CUST0687,Customer 687,West,Rajasthan,Returning Customer,Male,44
CUST0688,Customer 688,South,Telangana,Returning Customer,Male,41
CUST0689,Customer 689,East,Bihar,Returning Customer,Male,35
CUST0690,Customer 690,West,Rajasthan,Returning Customer,Male,46
CUST0691,Customer 691,West,Gujarat,Loyal Customer,Male,18
CUST0692,Customer 692,South,Telangana,Returning Customer,Male,41
CUST0693,Customer 693,East,Jharkhand,Returning Customer,Male,53
CUST0694,Customer 694,South,Karnataka,Loyal Customer,Female,21
CUST0695,Customer 695,South,Telangana,Loyal Customer,Female,38
CUST0696,Customer 696,East,Odisha,Returning Customer,Female,23
CUST0697,Customer 697,West,Maharashtra,New Customer,Male,45
CUST0698,Customer 698,East,Bihar,New Customer,Female,42
CUST0699,Customer 699,East,West Bengal,Loyal Customer,Female,44
CUST0700,Customer 700,West,Rajasthan,Returning Customer,Male,42
